,comment,date
8374,"Not going to be much movement from this point on guys. Lock it down or take your profits. Its Friday and Trump could brain *******from any point from now to Monday :D
","May 04, 2018 12:55PM ET"
8375,,
8376,,
8377,,
8378,,
8379,,
8380,,
8381,,
8382,,
8383,,
8384,,
8385,,
8386,,
8387,,
8388,,
8389,,
8390,,
8391,,
8392,,
8393,,
8394,,
8395,,
8396,,
8397,,
8398,,
8399,,
8400,"14.30
","May 04, 2018 8:10AM ET"
8401,"which time we have market changing news
","May 04, 2018 7:45AM ET"
8402,"We had an excellent exhaustion candle yesterday, our next target is 24200
","May 04, 2018 4:29AM ET"
8403,"Dow target 25,600-25,700
","May 03, 2018 11:01PM ET"
8404,"This is just hilarious, no sense at all! Don't tell me the mood of the people changes that sudden...Well, just look and laugh, if it doesn't make you cry. 500 points drop and then recovered ALL of it! Unbelievable!
","May 03, 2018 4:24PM ET"
8405,"These big drop reversals started on the night trump was elected,, trademark PPT (plunge protection trump ),
","May 03, 2018 3:13PM ET"
8406,"Is this Mr Toads wild ride?
","May 03, 2018 2:52PM ET"
8407,"i till u &gt;&gt;&gt; u have to rember my name dolomy for ever
","May 03, 2018 2:47PM ET"
8408,"HELLO FROM EGYPT &gt;&gt;&gt;&gt;&gt;do u remebere someone from egypt called dolomy till u big collapse in dow jones from 24800 till 22800 then to 21800 with the last of may ?!!!!
","May 03, 2018 2:47PM ET"
8409,"HELLO
","May 03, 2018 2:44PM ET"
8410,"watch out...
","May 03, 2018 1:51PM ET"
8411,"23 948 sell
","May 03, 2018 1:43PM ET"
8412,"This is going back down. It started pumping too early. Bull trap
","May 03, 2018 1:43PM ET"
8413,"Utter BS! Anyone who trades or invests in stocks ought to be very leery of a Market that can turn and burn over 400 points on no volume or news.
","May 03, 2018 1:36PM ET"
8414,"200+ coming now
","May 03, 2018 1:33PM ET"
8415,"This is amazing &lt;3 Caught it right in the dip
","May 03, 2018 1:33PM ET"
8416,"5 seconds moved 70 pipis dis is total fraud
","May 03, 2018 1:19PM ET"
8417,"i wouldnt to see a drop back to today's lows, watch out...
","May 03, 2018 1:17PM ET"
8418,"lol
","May 03, 2018 1:15PM ET"
8419,"Well done DOW
","May 03, 2018 1:13PM ET"
8420,"well somebody will pay for this
","May 03, 2018 1:06PM ET"
8421,"~300 DOW points in 30 minutes? This is not a market! There is obviously not much liquidity when a ""market"" can ramp 300 points in 30 minutes on no news.
","May 03, 2018 1:04PM ET"
8422,"are u joking me?!?! pls fall back 300 pts
","May 03, 2018 1:02PM ET"
8423,"looooooooooooool
","May 03, 2018 1:00PM ET"
8424,"so short when gap close?
","May 03, 2018 12:55PM ET"
8425,"23797 sell tp from 23 644
","May 03, 2018 12:51PM ET"
8426,"wats going on??
","May 03, 2018 12:46PM ET"
8427,"Wouldnt be surprised to see 24K today
","May 03, 2018 12:41PM ET"
8428,"Enjoy the ride. Meaningful bounce coming...
","May 03, 2018 12:39PM ET"
8429,"Momentum rally just kicked in
","May 03, 2018 12:36PM ET"
8430,"How faker can this get? A lot, get now and do your own investing outside this paper fraud.
","May 03, 2018 12:20PM ET"
8431,"BTFD
","May 03, 2018 12:07PM ET"
8432,"Thanks of market will wipe half of the value just by his flip
","May 03, 2018 12:00PM ET"
8433,"Monster coming soon
","May 03, 2018 11:59AM ET"
8434,"BTFD
","May 03, 2018 11:58AM ET"
8435,"Will close above 23800
","May 03, 2018 11:51AM ET"
8436,"Long-term target 25,600-25,700
","May 03, 2018 11:45AM ET"
8437,"Will die surge today????
","May 03, 2018 11:32AM ET"
8438,"bull party is over for next several months..see ya’ll at 19.5K ;-)
","May 03, 2018 11:32AM ET"
8439,"buy 23 644
","May 03, 2018 11:19AM ET"
8440,"Market has been looking for reasons to go down for a while. Will be interesting to see which way the final bounce will be. Think we will be in a volitile channel for a while.
","May 03, 2018 11:13AM ET"
8441,"Exact bottom reached by Dow Jones is 23531, very close to my buy recommendation of 23520
","May 03, 2018 11:12AM ET"
8442,"DOW not agreeing with the FEd.
","May 03, 2018 11:11AM ET"
8443,"Dow does not believe the Fed
","May 03, 2018 11:11AM ET"
8444,"dow jones reached 23533, which is very close to my recommendation of 23520. I hope some one benefited out of it.
","May 03, 2018 11:11AM ET"
8445,"well VIX is doing welll... thanks Mr T... your doing an awesome job...lol
","May 03, 2018 11:01AM ET"
8446,"still waiting
","May 03, 2018 10:59AM ET"
8447,"been there.. done that!  many times over... sadly to say
","May 03, 2018 10:42AM ET"
8448,"Just rocked TVIX from yesterday, sweet
","May 03, 2018 10:39AM ET"
8449,"probability of making profit is very high if you trade based on my below recommendation
","May 03, 2018 10:36AM ET"
8450,"earnings is  Dows biggest problem.. or lack off. I can see a US recession forming in the background!!
","May 03, 2018 10:35AM ET"
8451,"Dow Jones should stop falling at 23520 and can have some pull back. If anyone is willing to trade on the buy side, then better you can buy at 23520 and sell and after first one hour candle.
","May 03, 2018 10:35AM ET"
8452,"-400 approaching soon
","May 03, 2018 10:24AM ET"
8453,"dwain short again or?
","May 03, 2018 9:44AM ET"
8454,"23730 hit, closed short from 24800,,,,1070 points, yee haa !
","May 03, 2018 9:43AM ET"
8455,"now short or am i too late
","May 03, 2018 9:41AM ET"
8456,"Dow Intra-day Buy above 23868  Sell below 23805
","May 03, 2018 9:32AM ET"
8457,"Dow currently on 23,700
","May 03, 2018 9:23AM ET"
8458,"NFP tomorrow, I wonder if market will be mute today and have a big move (up or down) tomorrow
","May 03, 2018 9:00AM ET"
8459,"why follow me. follow kumar! he should be here any minute.
","May 03, 2018 8:57AM ET"
8460,"ok do same jasper
","May 03, 2018 8:56AM ET"
8461,"I'm betting on a big move down today. once market opens, I'm gonna sell with max leverage. its gonna be an epic trade :)
","May 03, 2018 8:51AM ET"
8462,"if it drops 2000 points, that would be today. not impossible :)
","May 03, 2018 8:50AM ET"
8463,"jasper but not today... what you think for today
","May 03, 2018 8:49AM ET"
8464,"I'm a swing trader and riding this whole thing down to 22000 and then 20000.
","May 03, 2018 8:37AM ET"
8465,"jasper you think down more
","May 03, 2018 8:37AM ET"
8466,"the market has went hiding into jpy and gold. its clear that this wont hold today.
","May 03, 2018 8:36AM ET"
8467,"buy now...?
","May 03, 2018 8:29AM ET"
8468,"Well, i bought just now
","May 03, 2018 8:26AM ET"
8469,"RIP.  who would have thought today was D-day.
","May 03, 2018 8:21AM ET"
8470,"23730 only 200 points away , please deliver today ,, im stubborn for 1070 points, its personal,, thks ..
","May 03, 2018 7:35AM ET"
8471,"Buy it at 24000 TP AT 24500
","May 03, 2018 2:40AM ET"
8472,"Plan on buying at 21,666
","May 02, 2018 7:40PM ET"
8473,"Traders are wondering why is this happening? Why we see valotality? Well these equity prices are all represent the level when cheap money was available, they had a luxury of borrowing cheap and investing it in the market knowing that its a one way ticket t...Show more
","May 02, 2018 6:42PM ET"
8474,"If she closes below 24,500....look out.
","May 02, 2018 4:34PM ET"
8475,"Predictions predictions predictions
","May 02, 2018 3:58PM ET"
8476,"21000 next
","May 02, 2018 3:39PM ET"
8477,"hi  Hamed Lavasani...I wonder and really appreciate your knowledge..awesome!..perfect trader!!!
","May 02, 2018 3:25PM ET"
8478,"Can achieve 23800 today....
","May 02, 2018 3:24PM ET"
8479,"Its clear break down..... Will crash now
","May 02, 2018 3:21PM ET"
8480,"Cheap money is no more available. For years the investors had a luxury of having cheap money investing in the market. Party is over.
","May 02, 2018 3:05PM ET"
8481,"Calm before storm Fed tried to calm the market down, specially ahead of the US deligate meeting with the Chinese. They could not afford to stay behind the curve raising rate.!!!!!!!!!!!!$
","May 02, 2018 2:57PM ET"
8482,"if it breaks 24050 then sell for target 23800
","May 02, 2018 2:56PM ET"
8483,"Sell if break 24050....for 300 pta
","May 02, 2018 2:55PM ET"
8484,"will go up bcs of $
","May 02, 2018 2:12PM ET"
8485,"Told u 1hr ago it will shoot up
","May 02, 2018 1:35PM ET"
8486,"Bullish candlesticks formed. May see some up now
","May 02, 2018 12:29PM ET"
8487,"What time is the announcement expected
","May 02, 2018 12:04PM ET"
8488,"What time is the announcement expected?
","May 02, 2018 12:02PM ET"
8489,"Baltic Dry Index climbs to 1346, up 19 points. https://www.hellenicshippingnews.com/baltic-dry-index-climbs-to-1346-up-19-points/
","May 02, 2018 11:59AM ET"
8490,"It's just temporal weakness before the Fed meeting.
","May 02, 2018 11:54AM ET"
8491,"the wealthiest Americans possess more than 80% of the aggregate value of stocks. When the big moneys decide to crash the stock market, they would still be rich. So it can go down a lot without a shred of humanity.
","May 02, 2018 11:52AM ET"
8492,"After fed meeting uncertainty will be zero and market will go up
","May 02, 2018 11:48AM ET"
8493,"and what happened to Dolomi and her famous and expected 22000? today we could do very well, with so much boredom, go down to 22 ...
","May 02, 2018 11:43AM ET"
8494,"Dow forming head and shoulders... steep fall expected
","May 02, 2018 11:15AM ET"
8495,"RBC Stays With 3 Big Semiconductor Stocks Despite Recent Concerns . . If there is any industry for which red flags are starting to fly above most Wall Street firms, it’s semiconductors, and with good reason. Semiconductor stocks have produced blistering re...Show more
","May 02, 2018 10:42AM ET"
8496,"Thanks very much.
","May 02, 2018 10:01AM ET"
8497,"Dow Intra-day Buy above 24127. Sell below 24067
","May 02, 2018 9:38AM ET"
8498,"Today 500 point up move????
","May 02, 2018 9:20AM ET"
8499,"hi, Hamed Lavasani hope you doing great. I really appreciated your remarks...today as we observed dow lose 300 pts at a certain period of time while nas100 not as much that while most of the components of dow were red on the other hand nas100 were green(mo...Show more
","May 01, 2018 11:26PM ET"
8500,"Beautiful dow. Arrow to be launched up
","May 01, 2018 7:06PM ET"
8501,"Tim Cook tried to save Apple buy announcing buy back shares!!!!!!!! He is smart but we should wait and see how the market will react
","May 01, 2018 5:45PM ET"
8502,"This indice drive me round the bend! Took 100 $ a pip off at 24000 buy!! Still made profit but 15k extra on futures would have been nice after today's drop!!!
","May 01, 2018 4:45PM ET"
8503,"Apple earnings not really convincing Turnaround soon
","May 01, 2018 4:41PM ET"
8504,"Action apple reports otherwise its gambling
","May 01, 2018 3:39PM ET"
8505,"Sell below 24000 for target of 23000
","May 01, 2018 2:41PM ET"
8506,"$ up and down as well: down will go bull
","May 01, 2018 1:52PM ET"
8507,"Action starts after Apple reports after market close
","May 01, 2018 1:35PM ET"
8508,"Guys never catch a falling knife, specially after Apple report
","May 01, 2018 1:31PM ET"
8509,"Any questions on the way down to 19,200?
","May 01, 2018 1:30PM ET"
8510,"I might sound like a hack but I am not touching this until it falls below 17,000. It would have to show a ********ton of support before I ever come back into the markets again.
","May 01, 2018 1:18PM ET"
8511,"Only 90 pips to go please,, thank you.
","May 01, 2018 1:12PM ET"
8512,"Can this seriously go any lower ? WHY? What's the reason for this ?
","May 01, 2018 1:03PM ET"
8513,"I am waiting if the low spike will be destroyed on 23,820 there I am planning to take a long
","May 01, 2018 12:55PM ET"
8514,"Seems 23850 is the place to go long. SL 23838
","May 01, 2018 12:48PM ET"
8515,"I am done with US indexes, Dow, S&amp;P etc. At least European indexes have had a great time in the past 2/3 weeks. China/Hong-Kong is ok. But US is just a lost case for now.
","May 01, 2018 12:45PM ET"
8516,"..and clearly the amalgamation of the companies on the DOW are still worth more even with all the historical rate hikes...
","May 01, 2018 12:15PM ET"
8517,"Its kind of ridiculous that a sell off happens because of inflation...almost as if inflation has never happened before..... :D
","May 01, 2018 12:12PM ET"
8518,"Sell off done slow climb to rebound
","May 01, 2018 11:55AM ET"
8519,"After closing, we'll have Apple and Tesla earnings, after which, in my opinion, a new sell off will start. As long as 24070 area resist, DOW is good to be sold around or bellow that 24070 targeting 23670/700.
","May 01, 2018 11:49AM ET"
8520,"Dow close green
","May 01, 2018 11:18AM ET"
8521,"DOW SUPPORT 23.720 to REBOUND.
","May 01, 2018 11:15AM ET"
8522,"DOW 24150 closing.
","May 01, 2018 11:05AM ET"
8523,"I don't understand why the vix is not moving...
","May 01, 2018 11:03AM ET"
8524,"Only 150 more points and I exit shorts
","May 01, 2018 10:55AM ET"
8525,"Dow close green
","May 01, 2018 10:50AM ET"
8526,"dow will close green or flat
","May 01, 2018 10:41AM ET"
8527,"-500 today...
","May 01, 2018 10:32AM ET"
8528,"yield spike !!!
","May 01, 2018 10:21AM ET"
8529,"Dow recover today,,,with smart gains
","May 01, 2018 10:19AM ET"
8530,"https://invst.ly/7bt3p
","May 01, 2018 10:14AM ET"
8531,"Looking bearish for May
","May 01, 2018 7:36AM ET"
8532,"24400
","May 01, 2018 5:52AM ET"
8533,"24138
","May 01, 2018 5:18AM ET"
8534,"Sell off always happen for a reason Time to short
","Apr 30, 2018 4:11PM ET"
8535,"Nice sell off into monthly close ,, gapping down tomorrow? It is May
","Apr 30, 2018 4:02PM ET"
8536,"Don't short unless it's not break 130 and remain below atleast 45. Min.
","Apr 30, 2018 3:43PM ET"
8537,"Trade war looming Middle East in turmoil Oil price is rising If one could not be able to bring all these in to his/her consideration, and just be happy with couple of earnings ........ Then you know the answer to that!!!!!!!!
","Apr 30, 2018 3:20PM ET"
8538,"Wishful thinking . But unfortunately hoping and trading are completely different. If one is hoping things to happen Better stay out of trading !!!!!!
","Apr 30, 2018 3:13PM ET"
8539,"opps typo... ETN's (not ETD)
","Apr 30, 2018 2:50PM ET"
8540,"its just over hopelessly leveraged longs/ETF/ETD's getting washed out at month end.  once done will move higher, earning justify it.
","Apr 30, 2018 2:49PM ET"
8541,"He is not going care and announce anything until senate is done
","Apr 30, 2018 2:44PM ET"
8542,"In terms of present geopolitical situation Even 19000 is possible Imo
","Apr 30, 2018 2:08PM ET"
8543,"23,720 tomorrow will be great , can it be done ?
","Apr 30, 2018 2:05PM ET"
8544,"200+ point gone
","Apr 30, 2018 1:28PM ET"
8545,"Sp500 gone negative That says it all
","Apr 30, 2018 12:14PM ET"
8546,"Bye bye Longs
","Apr 30, 2018 12:12PM ET"
